PhishID, PhishURL                                                                                                                                                                                                                                                                                                                                                                                                                                                                , Result                                                                                                                                                                                                                                                                                                                                                                                                                            , Length of URL, Has IP address, Shortening Service, Having @ Symbol, Double Slash Redirecting, Prefix-Suffix, Has Sub-domain, SSL Final State, Port, Domain Length,
8207130, https://fleek.ipfs.io/ipfs/QmcCnqLt3nH9DNi82AbW1UsPgsMPJy5DBSZoQhf1EYrxf9?filename=Inbox.html#example@example.com                                                                                                                                                                                                                                                                                                                                                       , -1                                                                                                                                                                                                                                                                                                                                                                                                                                , 113          , -1            , -1                , 1              , 1                       , 1            , 1             , -1             , -1  , 13           ,
8207129, https://xn--metamsk-twa.io/app/obrntcenmv?continue                                                                                                                                                                                                                                                                                                                                                                                                                      , 1                                                                                                                                                                                                                                                                                                                                                                                                                                 , 50           , -1            , -1                , -1             , 1                       , 1            , 0             , 1              , -1  , 18           ,
8207128, https://bit.ly/3r2fZnm                                                                                                                                                                                                                                                                                                                                                                                                                                                  , 1                                                                                                                                                                                                                                                                                                                                                                                                                                 , 22           , -1            , 1                 , -1             , 1                       , 1            , 0             , 1              , -1  , 6            ,
8207118, https://aubrutos.sa.com/                                                                                                                                                                                                                                                                                                                                                                                                                                                , 1                                                                                                                                                                                                                                                                                                                                                                                                                                 , 24           , -1            , -1                , -1             , 1                       , 1            , 1             , -1             , -1  , 15           ,
8207114, https://newassets.hcaptcha.com/captcha/v1/c572e75/static/hcaptcha.html                                                                                                                                                                                                                                                                                                                                                                                                  , 1                                                                                                                                                                                                                                                                                                                                                                                                                                 , 70           , -1            , -1                , -1             , 1                       , 1            , 1             , 1              , -1  , 22           ,
8207111, https://lnk.pw/ynyn                                                                                                                                                                                                                                                                                                                                                                                                                                                     , 1                                                                                                                                                                                                                                                                                                                                                                                                                                 , 19           , -1            , -1                , -1             , 1                       , 1            , 0             , 1              , -1  , 6            ,
8207109, https://space-id.dimecapital.co.za                                                                                                                                                                                                                                                                                                                                                                                                                                      , 1                                                                                                                                                                                                                                                                                                                                                                                                                                 , 34           , -1            , -1                , -1             , 1                       , 1            , 1             , 1              , -1  , 26           ,
8207107, https://messagerieswebsite-f920.uscreen.io/?_gl=1*q7wy5j*_gcl_au*NjgyNTI4Mjc1LjE2ODI5NDU2NTU.&_ga=2.194091300.845868678.1687871687-1896063159.1682945656                                                                                                                                                                                                                                                                                                                , 1                                                                                                                                                                                                                                                                                                                                                                                                                                 , 152          , -1            , -1                , -1             , 1                       , 1            , 1             , 1              , -1  , 34           ,
8207104, https://temp-cfgokdqmiuqbdyatjxsb.webador.de/                                                                                                                                                                                                                                                                                                                                                                                                                           , 1                                                                                                                                                                                                                                                                                                                                                                                                                                 , 45           , -1            , -1                , -1             , 1                       , 1            , 1             , 1              , -1  , 36           ,
8207097, https://appurl.io/fBPSNOtqBR                                                                                                                                                                                                                                                                                                                                                                                                                                            , 1                                                                                                                                                                                                                                                                                                                                                                                                                                 , 28           , -1            , -1                , -1             , 1                       , 1            , 0             , -1             , -1  , 9            ,
8207094, https://tr.cloudmagic.com/h/v6/link-track/1.0/1653586175111584-e5449996-ded2-d04e-76e6-83302b700c39/1653586158/25a6df233274f31d935e851802d6946d/fa6e8cf070e2759f5f1587cf217f3cfe/ce5f7a01e55be7e4e4aad4df40697507?redirect_uri=https://wordpress-1034357-3663329.cloudwaysapps.com/wp/line/                                                                                                                                                                             , -1                                                                                                                                                                                                                                                                                                                                                                                                                                , 283          , -1            , -1                , -1             , 1                       , 1            , 1             , -1             , -1  , 17           ,
8207091, https://ephbs.top/                                                                                                                                                                                                                                                                                                                                                                                                                                                      , 1                                                                                                                                                                                                                                                                                                                                                                                                                                 , 18           , -1            , -1                , -1             , 1                       , 1            , 0             , 1              , -1  , 9            ,
8207090, https://ephma.top/#/                                                                                                                                                                                                                                                                                                                                                                                                                                                    , 1                                                                                                                                                                                                                                                                                                                                                                                                                                 , 20           , -1            , -1                , -1             , 1                       , 1            , 0             , 1              , -1  , 9            ,
8207087, https://rb.gy/o2c8e?rb.routing.mode=proxy&rb.routing.signature=836166                                                                                                                                                                                                                                                                                                                                                                                                   , 1                                                                                                                                                                                                                                                                                                                                                                                                                                 , 69           , -1            , -1                , -1             , 1                       , 1            , 0             , -1             , -1  , 5            ,
8207085, http://academy-skrf.ru/bitrix/admin/index.php                                                                                                                                                                                                                                                                                                                                                                                                                           , -1                                                                                                                                                                                                                                                                                                                                                                                                                                , 45           , -1            , -1                , -1             , 1                       , 1            , 0             , 1              , -1  , 15           ,
8207078, https://kraken-staking.com/                                                                                                                                                                                                                                                                                                                                                                                                                                             , 1                                                                                                                                                                                                                                                                                                                                                                                                                                 , 27           , -1            , -1                , -1             , 1                       , 1            , 0             , 1              , -1  , 18           ,
8207075, https://ecorterra.com/                                                                                                                                                                                                                                                                                                                                                                                                                                                  , 1                                                                                                                                                                                                                                                                                                                                                                                                                                 , 22           , -1            , -1                , -1             , 1                       , 1            , 0             , 1              , -1  , 13           ,
8207074, https://walllstmemes.shop/                                                                                                                                                                                                                                                                                                                                                                                                                                              , 1                                                                                                                                                                                                                                                                                                                                                                                                                                 , 26           , -1            , -1                , -1             , 1                       , 1            , 0             , -1             , -1  , 17           ,
8207072, https://dominio-cert-crd.igmotors.co.uk/Furdanir/Murt/pos/index.php                                                                                                                                                                                                                                                                                                                                                                                                     , 1                                                                                                                                                                                                                                                                                                                                                                                                                                 , 67           , -1            , -1                , -1             , 1                       , 1            , 1             , -1             , -1  , 31           ,
8207069, https://ingenio.edu.pe/blog/wp-content/cache/sn/red.html                                                                                                                                                                                                                                                                                                                                                                                                                , 1                                                                                                                                                                                                                                                                                                                                                                                                                                 , 56           , -1            , -1                , -1             , 1                       , 1            , 1             , 1              , -1  , 14           ,
8207067, https://ogs.co.th/chdiepostde/git/post-ch-2023/                                                                                                                                                                                                                                                                                                                                                                                                                         , -1                                                                                                                                                                                                                                                                                                                                                                                                                                , 47           , -1            , -1                , -1             , 1                       , 1            , 1             , -1             , -1  , 9            ,
8207066, http://novo-online-pt.com/                                                                                                                                                                                                                                                                                                                                                                                                                                              , 1                                                                                                                                                                                                                                                                                                                                                                                                                                 , 26           , -1            , 1                 , -1             , 1                       , 1            , 0             , 1              , -1  , 18           ,
8207034, https://remaxbts.com/there?em=entation/d/e/2PACX-1vRDLUak4CwGgb1Zc5uGrtEP4VK8nKLaYozaH3RyH9uc0nivUDd0GpXBXkXgTdIVBl55U9Ow1HRBCRK4/pub?start=false&loop=false&delayms=3000&slide=id.p=%7C3000%7C%7C%7C&sdata=Excu4pOtka5fu6FI7Oc5yVbD4E9V7loxRSpgxAe6ol0=&reserved=0                                                                                                                                                                                                     , 1                                                                                                                                                                                                                                                                                                                                                                                                                                 , 259          , -1            , -1                , -1             , 1                       , 1            , 0             , -1             , -1  , 12           ,
8207028, https://lens-rewards.xyz/                                                                                                                                                                                                                                                                                                                                                                                                                                               , -1                                                                                                                                                                                                                                                                                                                                                                                                                                , 25           , -1            , -1                , -1             , 1                       , 1            , 0             , -1             , -1  , 16           ,
8207009, https://www.mynetflixuae.com/new/netf                                                                                                                                                                                                                                                                                                                                                                                                                                   , 1                                                                                                                                                                                                                                                                                                                                                                                                                                 , 37           , -1            , -1                , -1             , 1                       , 1            , 1             , -1             , -1  , 20           ,
8206999, https://www.postswiss.org/xxxxx                                                                                                                                                                                                                                                                                                                                                                                                                                         , 1                                                                                                                                                                                                                                                                                                                                                                                                                                 , 31           , -1            , -1                , -1             , 1                       , 1            , 1             , -1             , -1  , 17           ,
8206948, https://agoda.ba/                                                                                                                                                                                                                                                                                                                                                                                                                                                       , -1                                                                                                                                                                                                                                                                                                                                                                                                                                , 17           , -1            , -1                , -1             , 1                       , 1            , 0             , 1              , -1  , 8            ,
8206925, https://dominio-cert-crd.igmotors.co.uk/Furdanir/Lucationi/fibr.php                                                                                                                                                                                                                                                                                                                                                                                                     , -1                                                                                                                                                                                                                                                                                                                                                                                                                                , 67           , -1            , -1                , -1             , 1                       , 1            , 1             , -1             , -1  , 31           ,
8206911, http://trackpostgov-tw.org/                                                                                                                                                                                                                                                                                                                                                                                                                                             , 1                                                                                                                                                                                                                                                                                                                                                                                                                                 , 27           , -1            , -1                , -1             , 1                       , 1            , 0             , -1             , -1  , 19           ,
8206908, https://app-revokecash.com/                                                                                                                                                                                                                                                                                                                                                                                                                                             , -1                                                                                                                                                                                                                                                                                                                                                                                                                                , 27           , -1            , -1                , -1             , 1                       , 1            , 0             , -1             , -1  , 18           ,
8206906, https://www.freshworks.com/freshdesk/lp/customer-support-software/?utm_source=email-referral&utm_medium=email-referral&utm_campaign=sprout-portal                                                                                                                                                                                                                                                                                                                       , 1                                                                                                                                                                                                                                                                                                                                                                                                                                 , 145          , -1            , -1                , -1             , 1                       , 1            , 1             , -1             , -1  , 18           ,
8206905, https://www.freshworks.com/freshdesk/lp/customer-support-software?utm_source=email-referral&utm_medium=email-referral&utm_campaign=sprout-portal                                                                                                                                                                                                                                                                                                                        , 1                                                                                                                                                                                                                                                                                                                                                                                                                                 , 144          , -1            , -1                , -1             , 1                       , 1            , 1             , -1             , -1  , 18           ,
8206896, https://t.co/DAoNBdV7T6                                                                                                                                                                                                                                                                                                                                                                                                                                                 , 1                                                                                                                                                                                                                                                                                                                                                                                                                                 , 23           , -1            , 1                 , -1             , 1                       , 1            , 0             , -1             , -1  , 4            ,
8206876, https://storage.cloud.google.com/wiueloprtte/00jaganortonweb.html                                                                                                                                                                                                                                                                                                                                                                                                       , 1                                                                                                                                                                                                                                                                                                                                                                                                                                 , 65           , -1            , -1                , -1             , 1                       , 1            , 1             , 1              , -1  , 24           ,
8206875, http://5aqx1.dakang-sh.com                                                                                                                                                                                                                                                                                                                                                                                                                                              , 1                                                                                                                                                                                                                                                                                                                                                                                                                                 , 26           , -1            , -1                , -1             , 1                       , 1            , 1             , -1             , -1  , 19           ,
8206871, http://xx1bph.lanyeng.com/                                                                                                                                                                                                                                                                                                                                                                                                                                              , 1                                                                                                                                                                                                                                                                                                                                                                                                                                 , 26           , -1            , -1                , -1             , 1                       , 1            , 1             , -1             , -1  , 18           ,
8206870, http://5aqx1.dakang-sh.com/                                                                                                                                                                                                                                                                                                                                                                                                                                             , 1                                                                                                                                                                                                                                                                                                                                                                                                                                 , 27           , -1            , -1                , -1             , 1                       , 1            , 1             , -1             , -1  , 19           ,
8206869, http://listen.jxhtzf.com/                                                                                                                                                                                                                                                                                                                                                                                                                                               , 1                                                                                                                                                                                                                                                                                                                                                                                                                                 , 25           , -1            , -1                , -1             , 1                       , 1            , 1             , -1             , -1  , 17           ,
8206868, https://www.bestswiss.com.cn/                                                                                                                                                                                                                                                                                                                                                                                                                                           , -1                                                                                                                                                                                                                                                                                                                                                                                                                                , 29           , -1            , -1                , -1             , 1                       , 1            , 1             , -1             , -1  , 20           ,
8206867, http://www.copywatchesrolex.cn/index.php                                                                                                                                                                                                                                                                                                                                                                                                                                , -1                                                                                                                                                                                                                                                                                                                                                                                                                                , 40           , -1            , -1                , -1             , 1                       , 1            , 1             , -1             , -1  , 23           ,
8206865, http://onsalereplicawatches.cn/                                                                                                                                                                                                                                                                                                                                                                                                                                         , -1                                                                                                                                                                                                                                                                                                                                                                                                                                , 31           , -1            , -1                , -1             , 1                       , 1            , 0             , -1             , -1  , 23           ,
8206864, https://walllstmeemes.com/                                                                                                                                                                                                                                                                                                                                                                                                                                              , 1                                                                                                                                                                                                                                                                                                                                                                                                                                 , 26           , -1            , -1                , -1             , 1                       , 1            , 0             , 1              , -1  , 17           ,
8206857, https://smartlink.metricool.com/public/smartlink/viewers-panel                                                                                                                                                                                                                                                                                                                                                                                                          , 1                                                                                                                                                                                                                                                                                                                                                                                                                                 , 62           , -1            , -1                , -1             , 1                       , 1            , 1             , -1             , -1  , 23           ,
